	0
K12827	yellow
K02666	blue
K17082	yellow
C01645	blue
K13809	yellow
K23952	yellow
K10396	yellow
C02985	green
K10778	blue
K27409	yellow
K08247	yellow
K12801	yellow
K16584	yellow
K16253	yellow
K06838	yellow
K23695	yellow
C03405	green
K19756	yellow
K19895	yellow
K11050	blue
K25918	yellow
C20742	yellow
K20279	yellow
K25834	yellow
C06376	blue
K06577	yellow
C21015	green
K03020	yellow
K05755	yellow
K04425	yellow
K03800	blue
K20257	blue
K16908	yellow
K22547	yellow
C05465	yellow
C16237	green
K01687	green
C02162	,orange
K13146	yellow
K07652	blue
K08520	yellow
K06275	yellow
K10032	yellow
K06872	blue
K12271	yellow
K09440	yellow
K12485	yellow
K23495	yellow
K17391	yellow
K02185	yellow
C02984	green
K02982	green
K00848	blue
K24135	yellow
K14389	yellow
K08449	yellow
C14842	yellow
K09646	yellow
K09084	yellow
K03241	yellow
K17924	yellow
K00111	green
K06518	blue
C00741	blue
K10168	yellow
K21245	yellow
C13816	yellow
K06760	yellow
K23002	yellow
C11540	blue
K12129	yellow
K19265	blue
K01321	yellow
K03084	yellow
K12755	yellow
K03452	yellow
K01188	yellow
K07431	yellow
K04678	yellow
K25385	yellow
K24515	yellow
K27709	yellow
K19411	blue
K26143	yellow
K05609	yellow
K17288	yellow
K05253	yellow
K18482	yellow
C04713	yellow
K02335	green
K24979	yellow
K12981	blue
C00226	yellow
K09647	yellow
C00794	green
K18342	yellow
K10294	yellow
C01367	blue
K09675	yellow
C00936	yellow
K17694	yellow
K09366	yellow
K01109	yellow
K00176	blue
K10356	yellow
K11454	yellow
K22047	yellow
K04495	yellow
K26293	yellow
K20225	yellow
C21178	blue
K16603	yellow
K01213	yellow
K07910	yellow
K10440	blue
C00584	yellow,orange
C03691	yellow
K10746	yellow
K16310	yellow
K14503	yellow
K24742	yellow
K17080	yellow
K09693	blue
K23080	yellow
C16242	blue
K22416	yellow
K12587	yellow
K00343	blue
K18263	yellow
K01326	yellow
K13176	yellow
K20896	yellow
K05404	yellow
K05733	yellow
K00936	blue
K03066	yellow
K25710	yellow
K11656	yellow
K10772	yellow
K11830	yellow
K20651	yellow
K26097	yellow
K15522	yellow
K17006	yellow
K06817	yellow
K25632	yellow
K14173	yellow
C19880	blue
K20300	yellow
K19491	yellow
K01669	yellow
K13411	yellow
K11674	yellow
K14575	yellow
K14963	yellow
K24050	yellow
K23898	yellow
K24945	yellow
K09330	yellow
K07458	blue
K24495	yellow
K24981	yellow
K13303	yellow
K12031	yellow
K01150	blue
K13278	yellow
C16300	yellow
K24298	yellow
K18470	yellow
C00380	blue,orange
C22851	yellow
C00510	yellow
K00659	yellow
K08957	yellow
K04886	yellow
K08289	blue
K22966	yellow
K15302	yellow
K05412	yellow
K18403	yellow
K09199	yellow
K16629	yellow
K18266	yellow
G00151	yellow
C20658	green
K24490	yellow
K05237	yellow
K19177	yellow
K01595	green
K07560	green
K08209	yellow
K05760	yellow
C16291	yellow
K10287	yellow
K06777	yellow
K18733	yellow
K16810	yellow
C00996	yellow
C11404	blue
K08159	blue
K04511	yellow
G11121	green
K03264	yellow
K10760	yellow
K03253	yellow
C00329	,orange
C00134	green,orange
K02882	yellow
K03193	yellow
C05125	green
K00620	green
C05924	green
K05085	yellow
K01305	blue
K19405	blue
K17534	yellow
K16599	yellow
K01832	yellow
C10646	yellow
K10802	yellow
K03064	yellow
K16489	yellow
K18739	yellow
K20101	yellow
C19848	green
K05094	yellow
K04318	yellow
C12127	yellow,orange
K16057	yellow
K02574	blue
K10456	yellow
K09313	yellow
K06585	yellow
K17531	yellow
C03758	yellow,orange
K25226	yellow
K10269	yellow
K09361	yellow
K24629	yellow
K10782	yellow
K18886	yellow
K13221	yellow
K20804	yellow
K08215	yellow
K15216	yellow
K08239	yellow
K10366	yellow
K13116	yellow
K02991	yellow
K03994	yellow
K01403	yellow
K02091	yellow
K03454	yellow
K18660	yellow
K15594	yellow
K04696	yellow
K03687	green
K06645	yellow
K24059	yellow
K26676	yellow
K13279	yellow
K05302	yellow
K14502	yellow
K05544	yellow
K06491	yellow
K08722	blue
K02980	yellow
K13254	yellow
K22609	yellow
K01874	green
K22843	yellow
K13022	yellow
K17886	yellow
K04704	yellow
K08543	yellow
K27817	yellow
K02998	yellow
K12819	yellow
K11277	yellow
K17279	yellow
K04457	yellow
K15592	yellow
C03912	green
K14648	yellow
K00357	yellow
K07983	yellow
K05074	yellow
K05643	yellow
K10860	yellow
K11546	yellow
K15295	yellow
G00177	blue
K02477	blue
K23282	yellow
K19399	yellow
K21749	yellow
K23867	yellow
K01077	green
K15797	yellow
K23318	yellow
K02680	blue
K08740	yellow
K10453	yellow
K23357	yellow
K02446	blue
K10261	yellow
K12327	yellow
K15131	yellow
K12175	yellow
K08835	yellow
K04388	yellow
K09355	yellow
K09339	yellow
K10646	yellow
K14572	yellow
C14536	,orange
K27625	yellow
K04923	yellow
K25612	yellow
C02538	,orange
C00355	yellow,orange
K24384	yellow
K25745	yellow
K09567	yellow
K12883	yellow
K16973	yellow
K17552	yellow
K11413	yellow
K08898	yellow
K22641	yellow
K20477	yellow
K22526	yellow
C20861	blue
K16882	yellow
K04712	yellow
C05422	yellow
C01633	,orange
K08784	yellow
K14591	blue
G00100	yellow
K04259	yellow
K10439	blue
K14705	yellow
K06997	green
K24243	yellow
K06405	blue
K01929	blue
K06030	yellow
K20775	yellow
K12124	yellow
K17261	yellow
K02540	yellow
K07827	yellow
C02642	green
K02152	yellow
K04684	yellow
K23539	yellow
K13095	yellow
K00224	yellow
K02133	yellow
K23340	yellow
K25556	yellow
K23562	yellow
K07933	yellow
K22038	yellow
K07507	blue
K23038	yellow
K17290	yellow
K12652	yellow
C00264	yellow
K02283	blue
C02336	green
C21029	green
K22415	yellow
K05838	blue
C17549	blue
K22698	yellow
K15612	yellow
K13081	yellow
C21878	blue
K22630	yellow
C19745	blue
K23438	yellow
K14787	yellow
K10493	yellow
K09878	yellow
K23868	yellow
K14426	yellow
C01368	blue
K27470	yellow
G02977	yellow
K07925	yellow
K17572	yellow
K11673	yellow
K13677	blue
K05450	yellow
K06768	yellow
K24815	yellow
K02119	blue
K26417	yellow
K13289	yellow
C01197	yellow
K09955	green
K26223	yellow
K14808	yellow
K10589	yellow
K14831	yellow
K24895	yellow
C21072	yellow
K24808	yellow
K26327	yellow
K17392	yellow
K15149	yellow
K10141	yellow
K20302	yellow
K00604	green
K10083	yellow
K01627	green
K25636	yellow
K15210	yellow
K17541	yellow
K12392	yellow
K10479	yellow
K24058	yellow
K19719	yellow
K06775	yellow
K11517	yellow
K03357	yellow
K01189	yellow
K02863	green
K23935	yellow
K02481	blue
K16942	yellow
K04964	yellow
K04426	yellow
C04494	green
K17116	yellow
C04409	yellow
K03621	blue
K04725	yellow
K19489	yellow
K23490	yellow
C00521	,orange
K03940	yellow
K12332	yellow
K26192	yellow
K24027	yellow
K25029	yellow
K11838	yellow
C19604	yellow
K17968	yellow
C00376	green,orange
K05633	yellow
K19601	yellow
K07902	yellow
K04381	yellow
K01481	yellow
K23947	yellow
K25217	yellow
K17808	yellow
C22963	yellow
K17790	yellow
C00148	green,orange
K01745	green
G00370	yellow
K05929	yellow
G11160	green
K00914	yellow
K03775	blue
K05214	yellow
K21083	yellow
K21872	yellow
C10107	yellow,orange
K09397	yellow
K02213	yellow
K09226	yellow
K24755	yellow
K07562	yellow
K16634	yellow
C00534	,orange
K16617	yellow
K18762	yellow
K24370	yellow
K12409	yellow
K18471	blue
C01514	yellow,orange
K17306	yellow
K21398	yellow
K24793	yellow
C00204	blue
K01834	green
K02129	yellow
K23885	yellow
K08155	yellow
K01021	yellow
K08214	yellow
C04154	blue
K17573	yellow
K25869	yellow
K07042	blue
K01930	yellow
K09407	yellow
K17935	yellow
K14156	yellow
K01388	yellow
K23050	yellow
K24783	yellow
K14444	yellow
K03017	yellow
K24166	yellow
K24879	yellow
K24773	yellow
K16501	yellow
K24417	yellow
K20194	yellow
K12591	yellow
C22563	yellow
K02054	blue
K00133	green
K18819	yellow
K19044	yellow
K04874	yellow
C19490	yellow
K20777	yellow
K02614	blue
K00142	yellow
C00417	green
K16297	yellow
K03798	green
K20689	yellow
K02021	yellow
K01625	blue
K01704	green
K14516	yellow
G10557	blue
K06803	yellow
K05405	yellow
K08251	yellow
K01494	blue
K14788	yellow
K22735	yellow
K24424	yellow
C00905	blue
K01424	blue
K25433	yellow
K00366	green
K13174	yellow
K20119	yellow
K04248	yellow
K05498	yellow
C22442	green
K08870	yellow
C04881	blue
C06575	,orange
K13506	yellow
K21752	yellow
C01146	yellow
K22183	yellow
K26677	yellow
K01313	yellow
K06507	yellow
K17480	yellow
C00136	green
K03785	blue
K05426	yellow
K08633	yellow
K11791	yellow
K24901	yellow
C14854	yellow
C01933	,orange
C14814	yellow
K08639	yellow
K07854	yellow
K26316	yellow
K11256	yellow
K19041	yellow
C00346	yellow
C04043	yellow
K04532	yellow
K12380	yellow
K04140	yellow
K11733	blue
C14813	yellow
K02993	yellow
K10441	blue
C03892	green
K23220	yellow
K24541	yellow
C12667	yellow
K01666	blue
K17268	yellow
K23425	yellow
K15331	yellow
K09076	yellow
K24647	yellow
K24997	yellow
K01348	yellow
K14003	yellow
K17632	yellow
K23710	yellow
C00430	yellow
K09368	yellow
C04242	green
K07232	yellow
K14965	yellow
K16755	yellow
K03125	yellow
K12017	yellow
C00535	green,orange
K11795	yellow
K08507	yellow
K16144	yellow
K15793	yellow
K26403	yellow
K13761	yellow
K01823	yellow
K00812	blue
K04908	yellow
C17401	blue
K07893	yellow
C02702	green
K12120	yellow
C01061	yellow
C00366	green
K08181	yellow
K16631	yellow
K23538	yellow
K19955	blue
K03106	green
C01345	green
C00439	green
C01165	green
K18751	yellow
K26341	yellow
K11097	yellow
K06131	blue
K02810	blue
K25439	yellow
K07207	yellow
C04738	green
K00044	yellow
K25709	yellow
K02822	blue
C00688	blue
K02588	blue
K15772	blue
K03714	yellow
G13028	yellow
K08628	yellow
K04590	yellow
K03234	yellow
K23052	yellow
K22766	yellow
K02371	blue
C05332	yellow,orange
K26558	yellow
K00210	blue
K04813	yellow
K02501	blue
K05100	yellow
K17304	yellow
K17234	blue
K06671	yellow
C12206	yellow
K25417	yellow
K24349	yellow
K23410	yellow
C21215	blue
K12617	yellow
K25743	yellow
K08602	blue
K02155	yellow
K09075	yellow
C16361	,orange
K23886	yellow
K14614	yellow
K24170	yellow
K00113	blue
K06127	yellow
K20839	yellow
K27696	yellow
K24148	yellow
K25209	yellow
K07082	blue
K05077	yellow
K02108	green
C16632	yellow
K20395	yellow
K25210	yellow
K10244	yellow
K17293	yellow
K08513	yellow
K05084	yellow
K13456	yellow
K22069	yellow
K00290	blue
C15798	yellow
K24423	yellow
K06879	blue
K16299	blue
K13752	yellow
K09080	yellow
K10903	yellow
K10950	yellow
K11839	yellow
K24467	yellow
K13179	yellow
C02305	yellow
K15498	yellow
K08906	yellow
K10706	yellow
K18656	yellow
K01118	blue
C17217	green
K01808	blue
K21878	yellow
C01346	green
C00253	green,orange
K00129	yellow
K12447	yellow
K00344	yellow
K08459	yellow
K03634	blue
C21751	green
K13035	yellow
K05089	yellow
K16668	yellow
K10099	yellow
K10624	yellow
K05635	yellow
K05917	yellow
K02868	yellow
K07297	yellow
C00487	yellow
K01122	yellow
C15502	yellow
K07437	yellow
K02392	blue
C15883	yellow
C01304	green
C03017	,orange
K23346	yellow
C00081	green
K03542	yellow
K10524	yellow
K06180	green
K10381	yellow
K25785	yellow
K17890	yellow
K24383	yellow
K23883	yellow
K03447	yellow
K13077	yellow
K03996	yellow
K14323	yellow
K12654	yellow
K16223	yellow
K04506	yellow
K20316	yellow
K05969	yellow
K19584	yellow
K17301	yellow
K10891	yellow
K16778	yellow
C01245	yellow
K06845	yellow
C16633	green
K22144	yellow
K17280	yellow
K06316	yellow
C21152	blue
K12209	blue
K12329	yellow
K09584	yellow
C05668	yellow
K21392	yellow
C00188	green,orange
K03061	yellow
K17560	yellow
C01659	yellow
K01710	green
K05725	yellow
C00459	green,orange
K12667	yellow
C01909	green
C22119	yellow
C05546	yellow
C04677	green
K23919	yellow
C11869	yellow
K06457	yellow
K18192	yellow
K21442	yellow
K01482	yellow
K12169	yellow
K12350	yellow
C00475	green,orange
C14748	yellow
K03073	blue
C06196	yellow
K17386	yellow
K23331	yellow
K14088	blue
K14795	yellow
K09451	yellow
K21111	yellow
K04901	yellow
K21437	yellow
K22830	yellow
K06054	yellow
K03104	yellow
K07667	blue
G00010	yellow
K08107	yellow
K05496	yellow
K03722	blue
C15800	yellow
K19638	yellow
K11827	yellow
K08185	yellow
K07834	yellow
K15196	yellow
K05011	yellow
K10597	yellow
K09052	yellow
K08498	yellow
K20888	yellow
C21881	blue
K05103	yellow
K01193	green
C00122	green
K19407	yellow
K14909	yellow
C01042	yellow
C09898	,orange
K13879	yellow
K03816	blue
K04279	yellow
C01241	yellow
K00122	yellow
K04462	yellow
K13207	yellow
K23728	yellow
K23234	yellow
K26390	yellow
K13826	yellow
K03099	yellow
K08266	yellow
K12593	yellow
C00331	yellow
K05810	green
K10173	yellow
C00024	green
C21101	blue
K04814	yellow
K09570	yellow
K05508	yellow
K12376	yellow
K24516	yellow
K27216	yellow
K19035	yellow
K08695	yellow
K09142	yellow
K25862	yellow
K25780	yellow
K10300	yellow
K07440	yellow
K02914	green
C00655	green,orange
K07442	yellow
K20362	yellow
K20860	yellow
K10513	yellow
K20534	blue
C05922	green
K27809	yellow
C03460	green
K00422	yellow
K21098	yellow
K00912	green
C00245	green
K26421	yellow
K23471	yellow
K07252	yellow
K15135	yellow
K03473	blue
K23213	yellow
K09705	yellow
K13700	yellow
K00246	blue
K09125	blue
K25094	yellow
K10574	yellow
K17337	yellow
C01300	green
K03453	green
K18037	yellow
K09888	blue
K16286	yellow
K11394	yellow
K00703	green
K17308	yellow
K18196	yellow
K08530	yellow
K16801	yellow
K08653	yellow
K12742	yellow
C09263	,orange
K08739	yellow
K12334	yellow
K22045	yellow
K02529	blue
K08959	yellow
K01607	blue
K10273	yellow
K04527	yellow
K24419	yellow
K06267	yellow
K24947	yellow
K12622	yellow
K23921	yellow
K12354	yellow
K05953	yellow
K14735	yellow
C14864	yellow
C15810	green
K10577	yellow
K10653	yellow
K09122	yellow
C17639	,orange
K22910	yellow
K00547	green
K01955	green
K25509	yellow
K23001	yellow
K22255	yellow
K21443	yellow
K19367	yellow
K00288	yellow
K05032	yellow
K24691	yellow
K06407	blue
K06811	yellow
K25112	yellow
G00526	yellow
K04043	green
C16186	blue
C14079	,orange
K00511	yellow
K04477	blue
K00712	blue
K09654	yellow
K13024	yellow
K11654	yellow
K11842	yellow
K04692	yellow
K20890	yellow
K09345	yellow
K06476	yellow
G00003	yellow
K04097	yellow
C00047	green,orange
K11662	yellow
K17318	blue
K08963	green
K05571	blue
K05258	yellow
C12124	yellow
K09769	blue
C16429	yellow
K11270	yellow
K09416	yellow
K11381	blue
K00927	green
K11529	green
K11218	yellow
K00414	yellow
K13519	yellow
K10471	yellow
C14808	yellow
K20704	yellow
K26466	yellow
K15336	yellow
K04066	blue
C00183	,orange
C00561	green
K10532	yellow
K03389	blue
K18261	yellow
K00337	blue
K25000	yellow
K15813	yellow
K18036	yellow
