	0
K03696	blue
K04062	blue
K01523	blue
K08306	blue
C20796	blue
C04832	blue
C11436	blue
K01153	blue
C01528	blue
C01037	blue
K03488	blue
K02528	blue
C05753	blue
C21462	blue
K09748	blue
K20342	blue
C01561	yellow
K02563	blue
K04757	blue
K00215	blue
K00881	blue
K02238	blue
K00177	blue
K07444	blue
C01898	blue
C06157	blue
K04651	blue
K00558	blue
K07014	blue
C00663	blue
K15460	blue
C06614	blue
C00103	blue
C11420	blue
C01755	blue
K03150	blue
C00181	yellow
C01933	yellow
K06176	blue
K07173	blue
K02890	blue
K01588	blue
C00061	blue
K01905	blue
K03734	blue
K03590	blue
K04041	blue
K00286	blue
K01462	blue
C06188	blue
C05758	blue
K03321	blue
K03449	blue
K01092	blue
K01572	blue
K07015	blue
K00969	blue
K03273	blue
K08217	blue
K06131	blue
K09124	blue
C00521	yellow
K03502	blue
C00330	blue
K00128	blue
C01131	blue
K07045	blue
C01673	yellow
C00843	yellow
K00790	blue
K06958	blue
K08168	blue
K07035	blue
C11542	blue
K02005	blue
K12573	blue
K12960	blue
C16565	blue
C17148	yellow
K04763	blue
C00249	green
K01195	blue
C00198	blue
K03270	blue
K03315	blue
C03345	blue
C03508	blue
K01609	blue
C06408	blue
K09936	blue
K04487	blue
K09895	blue
K01704	blue
C04442	blue
C02995	blue
K06904	blue
K16950	blue
K01775	blue
K16789	blue
K02759	blue
K15598	blue
K06041	blue
K06320	blue
K02051	blue
K07040	blue
C16551	blue
K03486	blue
C04623	yellow
K04031	blue
K19119	blue
K09692	blue
C06224	blue
K07497	blue
C06098	yellow
K09903	blue
C21749	blue
K01058	blue
K02112	blue
K18997	blue
C00409	blue
K00248	blue
C00780	yellow
K04088	blue
K00703	blue
K09761	blue
K07334	blue
C17213	blue
K00684	blue
C00355	yellow
K00805	blue
K03563	blue
C01367	blue
C02504	blue
K01804	blue
K07006	blue
C00804	blue
K00065	blue
K02437	blue
K01926	blue
C01885	blue
K22994	blue
K06217	blue
K09775	blue
K10563	blue
C02415	blue
K00113	blue
K02525	blue
K07096	blue
C02338	blue
K00057	blue
C00811	yellow
K22901	blue
K01487	blue
K06133	blue
K02919	blue
K17319	blue
C00079	blue
K01792	blue
C05441	yellow
K04029	blue
C02336	blue
C00167	blue
K00283	blue
C04824	blue
K00560	blue
K01491	blue
C15812	blue
C03341	blue
G13200	blue
K01026	blue
K00425	blue
K14652	blue
K02053	blue
K22230	blue
C01674	blue
K02968	blue
C19846	blue
C04554	blue
K01208	blue
K09940	blue
K16850	blue
K11184	blue
C00741	blue
K06295	blue
K03561	blue
C00593	blue
C01352	blue
C00161	blue
K01524	blue
K01835	blue
K05844	blue
C20248	blue
K02190	blue
K06907	blue
K01438	blue
C06187	blue
K01595	blue
K02911	blue
K00526	blue
C21995	blue
K13747	blue
K02556	blue
C06506	blue
K09155	blue
K00564	blue
C00417	blue
C06407	blue
K00860	blue
K02477	blue
K00878	blue
K00990	blue
K02169	blue
K02838	blue
K03803	blue
K02796	blue
K14415	blue
C00267	blue
C05810	blue
C10190	yellow
C22155	blue
K03613	blue
K09702	blue
K03555	blue
K02810	blue
C05759	blue
K11070	blue
K05593	blue
K02824	blue
C16238	blue
K03495	blue
K02338	blue
K07727	blue
K03671	blue
K07588	blue
K01714	blue
K03723	blue
C01500	yellow
K13677	blue
K02823	blue
K23003	blue
C05696	blue
K07816	blue
C04483	blue
K22900	blue
C02962	blue
K01548	blue
K18979	blue
C07534	yellow
K01881	blue
K03205	blue
K03426	blue
K03816	blue
K19506	blue
C01494	yellow
C02637	blue
K03801	blue
K04517	blue
K00854	blue
K02028	blue
K00954	blue
K01640	blue
K03665	blue
K00891	blue
K15533	blue
K03750	blue
K00797	blue
K02653	blue
C06567	blue
K09911	blue
K09811	blue
K02067	blue
K02068	blue
K09167	blue
K18332	blue
K02913	blue
C17212	blue
K02946	blue
K00655	blue
K03526	blue
C00463	blue
K02552	blue
K00171	blue
K01752	blue
K02405	blue
K00759	blue
K03402	blue
C20758	blue
K07713	blue
C05623	green
C00885	blue
K16087	blue
K03149	blue
K01206	blue
K16209	blue
K09747	blue
C00162	blue
K18330	blue
K13694	blue
C06006	blue
C04188	blue
C00207	blue
K01567	blue
K03148	blue
K03113	blue
K01589	blue
K02777	blue
C18910	blue
C20958	blue
K02407	blue
K02907	blue
K00184	blue
K00287	blue
K09779	blue
K14731	blue
K01750	blue
C04246	blue
C00525	yellow
K03827	blue
C01594	yellow
K00331	blue
K08299	blue
K10206	blue
C03242	yellow
K00567	blue
K03214	blue
K06959	blue
K15584	blue
C00179	green
K12574	blue
K02014	blue
K03976	blue
K02795	blue
K06333	blue
C00077	green
K02031	blue
K01051	blue
K13953	blue
C00441	blue
C03862	blue
K03187	blue
C03453	blue
C00246	green
K01358	blue
K06023	blue
K02392	blue
K03584	blue
K19411	blue
K07075	blue
C02097	blue
C08362	yellow
K11751	blue
C09880	yellow
K00366	blue
K10907	blue
K07113	blue
K07220	blue
K08325	blue
K19405	blue
K02970	blue
C20378	blue
C00086	blue
K12978	blue
C06428	yellow
K16052	blue
K07058	blue
K12510	blue
K02009	blue
K01214	blue
C19871	blue
C01097	blue
C03344	blue
K01147	blue
C01635	blue
K03932	blue
K04061	blue
K18640	blue
C03838	blue
C01117	blue
K21557	blue
G13118	blue
K09894	blue
K03833	blue
K02078	blue
C06056	blue
C06394	yellow
K05567	blue
K09009	blue
K11749	blue
C00446	blue
K01919	blue
K02413	blue
K20492	blue
K11381	blue
C03125	blue
C01113	blue
K01057	blue
K02420	blue
C01212	blue
K03798	blue
K07048	blue
C02679	green
K06408	blue
C00681	blue
K14654	blue
C00178	green
C00024	blue
C00512	blue
K08744	blue
K08384	blue
K02622	blue
K03621	blue
K01915	blue
K02110	blue
K01277	blue
C00905	blue
K02433	blue
K00997	blue
K03296	blue
C05922	blue
K03594	blue
C01419	blue
K05340	blue
K01890	blue
K18840	blue
C04751	blue
K02587	blue
K07029	blue
C02188	blue
C01802	yellow
C04666	blue
K14392	blue
K05989	blue
K08296	blue
K03536	blue
K12218	blue
K01008	blue
K00782	blue
K02040	blue
K00674	blue
K03525	blue
K19068	blue
K09704	blue
K10947	blue
C06891	blue
K00164	blue
K19309	blue
C05688	green
K03077	blue
K09951	blue
K01081	blue
C00089	green
C00221	blue
K03303	blue
K08297	blue
C19770	blue
C03758	yellow
K18955	blue
K07503	blue
K03684	blue
C00721	blue
K02439	blue
C20251	blue
C16309	yellow
C16219	blue
C05394	blue
K14205	blue
C00689	blue
C04574	blue
C20246	blue
C05698	blue
K03517	blue
K07192	blue
C01949	yellow
K03767	blue
K00978	blue
K06117	blue
K02839	blue
K00324	blue
C00861	blue
K01246	blue
K01924	blue
K04082	blue
C00148	green
K00040	blue
K02283	blue
C04230	blue
K01892	blue
C20376	blue
K00259	blue
K00278	blue
K08153	blue
K02361	blue
K03797	blue
C16338	blue
C21214	blue
K14441	blue
C06755	blue
K10009	blue
K14761	blue
K01678	blue
K14982	blue
C15979	blue
C00454	blue
C21955	blue
K09790	blue
C20375	blue
C01601	yellow
K03642	blue
K06283	blue
C00144	green
K07533	blue
K05813	blue
K15725	blue
C02001	yellow
C21008	blue
C04157	blue
C00065	green
K10823	blue
K03648	blue
K04564	blue
C04916	blue
K07263	blue
C05445	blue
K01533	blue
C15777	yellow
K00179	blue
K13378	blue
K16925	blue
K03708	blue
K01489	blue
K00068	blue
K02109	blue
K07106	blue
K01495	blue
C01595	green
K02769	blue
C04419	blue
K00325	blue
K03762	blue
K11733	blue
K09791	blue
K01739	blue
C00160	blue
K22278	blue
K02662	blue
C15980	blue
K06012	blue
C01290	blue
C07836	blue
K06193	blue
K07406	blue
C00319	blue
K02052	blue
C21440	blue
C05377	yellow
K02013	blue
C00170	blue
C00008	green
C14153	yellow
K01633	blue
K02050	blue
K18349	blue
K01241	blue
K02757	blue
K11927	blue
K19265	blue
C04570	blue
C11417	blue
K03106	blue
K03565	blue
K06928	blue
C14079	yellow
K01118	blue
K01201	blue
K09015	blue
C19848	blue
K00857	blue
C01888	blue
