	0
K02650	blue
K10708	blue
C04895	blue
K16179	blue
K18330	blue
K02526	blue
K00702	blue
K12525	blue
K18889	blue
G10555	blue
C21153	blue
K02834	blue
K03545	blue
C02277	yellow
K11200	blue
C15811	blue
C00843	yellow
G13187	blue
K12573	blue
C16155	blue
C05812	blue
C10486	yellow
K13888	blue
K13527	blue
C03492	blue
K09693	blue
K01584	blue
K02079	blue
C00617	blue
K20117	blue
K11070	blue
C04666	blue
C04404	blue
K03637	blue
C21751	blue
K03577	blue
C14818	blue
K09017	blue
K11145	blue
K11752	blue
K03694	blue
C04376	blue
K01487	blue
K06863	blue
C00294	blue
C06002	blue
C04877	blue
C05116	blue
C14861	blue
K11102	blue
K02238	blue
K14053	blue
2)	blue
K02987	blue
C17215	blue
C18910	blue
C05760	blue
K09458	blue
K07689	blue
K10037	blue
C05627	blue
K04654	blue
K00836	blue
K02804	blue
K01130	blue
K00895	blue
C00099	blue
K22104	blue
K06205	blue
K01534	blue
K00883	blue
K08350	blue
C16157	blue
K18657	blue
K01649	blue
K02422	blue
K12945	blue
K03271	blue
K07643	blue
C11436	blue
C05267	blue
C14855	blue
K06872	blue
K01548	blue
K00145	blue
K14260	blue
C01205	blue
C06240	blue
K17074	blue
K04655	blue
K00845	blue
K03592	blue
K11925	blue
K03650	blue
K21084	blue
K03757	blue
C05378	blue
C19770	blue
K22720	blue
K01628	blue
K08163	blue
K16926	blue
C11453	blue
K10747	blue
C09305	yellow
K18471	blue
C00365	green
K03210	blue
K00951	blue
K20881	blue
K02400	blue
C00105	green
C00121	blue
K07277	blue
C21652	blue
K14086	blue
K01814	blue
K01085	blue
K03816	blue
K02433	blue
C03232	blue
K02967	blue
C00035	green
K05775	blue
K01778	blue
K03923	blue
K02919	blue
C05748	blue
C03028	blue
K03644	blue
K19118	blue
K00290	blue
K02067	blue
K22443	blue
K00981	blue
C00162	blue
C17323	blue
K21086	blue
K03770	blue
C02920	yellow
C00327	green
K08978	blue
K03827	blue
C05651	blue
K07718	blue
K03319	blue
K03811	blue
K07813	blue
K18331	blue
K01775	blue
C05932	blue
C00357	blue
C11039	blue
K07784	blue
C00145	blue
K06410	blue
C04734	blue
K02407	blue
K16326	blue
K02233	blue
K11201	blue
K03841	blue
C02659	blue
K09384	blue
C03740	blue
K06282	blue
K01491	blue
K06890	blue
K01737	blue
K19688	blue
K11071	blue
K00172	blue
K07127	blue
C15547	blue
K00768	blue
K04081	blue
C04441	blue
C05577	blue
C21512	blue
K22757	blue
K01735	blue
C15812	blue
C14151	yellow
K01989	blue
K00209	blue
K04517	blue
C04352	blue
K02073	blue
K11749	blue
K00244	blue
K09470	blue
C00137	blue
K00203	blue
K00024	blue
K05340	blue
C20769	blue
C04236	blue
K00694	blue
K00820	blue
K02944	blue
C01117	blue
K03589	blue
C05821	blue
K01206	blue
K06726	blue
K14051	blue
C05625	yellow
C21016	blue
K02786	blue
K03590	blue
K06438	blue
C16469	blue
C05756	blue
K09766	blue
C00673	blue
C16255	blue
K03598	blue
K02551	blue
K11719	blue
C01187	blue
C02713	blue
C00015	green
K09922	blue
C04728	blue
K07685	blue
K03554	blue
C00721	blue
K06972	blue
K06141	blue
C06000	blue
K05351	blue
K00045	blue
K07793	blue
C21017	blue
C00499	blue
C00054	blue
K01835	blue
K03975	blue
K01690	blue
G13039	blue
C00058	blue
K03470	blue
K00658	blue
K01154	blue
K01190	blue
C05844	blue
K02377	blue
C05364	blue
K06405	blue
K06926	blue
K06965	blue
K06603	blue
C01189	yellow
C05822	blue
C04692	blue
K13893	blue
C03742	blue
C16393	blue
K12213	blue
C00065	green
K00813	blue
K07078	blue
K07658	blue
K08318	blue
K03224	blue
K02529	blue
C00921	blue
K00525	blue
K04068	blue
K13940	blue
K07070	blue
C08606	yellow
K21990	blue
K09730	blue
K05799	blue
C05335	blue
K09811	blue
K11192	blue
C00638	blue
