compound1,compound2,reaction,KOs
C00003,C00080,R02103,"K00087,K00106,K11177,K11178,K13479,K13480,K13481,K13482,K13483"
C00001,C00366,R02103,"K00087,K00106,K11177,K11178,K13479,K13480,K13481,K13482,K13483"
C00001,C00004,R02103,"K00087,K00106,K11177,K11178,K13479,K13480,K13481,K13482,K13483"
C00001,C00080,R02103,"K00087,K00106,K11177,K11178,K13479,K13480,K13481,K13482,K13483"
C00002,C00008,R02439,"K00853,K24707"
C00002,C01101,R02439,"K00853,K24707"
C00508,C00008,R02439,"K00853,K24707"
C00508,C01101,R02439,"K00853,K24707"
C06010,C04181,R05071,K00053
C21017,C21018,R10997,"K00166,K00167,K11381"
C21017,C00068,R10997,"K00166,K00167,K11381"
C15972,C21018,R10997,"K00166,K00167,K11381"
C15972,C00068,R10997,"K00166,K00167,K11381"
C00009,C15587,R08368,"K03783,K03784"
C00009,C00620,R08368,"K03783,K03784"
C00002,C00008,R00549,"K00861,K11753,K20884"
C00002,C00061,R00549,"K00861,K11753,K20884"
C00255,C00008,R00549,"K00861,K11753,K20884"
C00255,C00061,R00549,"K00861,K11753,K20884"
C01083,C00689,R02780,"K02777,K02819"
C01083,C00615,R02780,"K02777,K02819"
C00235,C00013,R01658,"K00787,K00795,K00804,K13787,K13789,K14066"
C00235,C00341,R01658,"K00787,K00795,K00804,K13787,K13789,K14066"
C00129,C00013,R01658,"K00787,K00795,K00804,K13787,K13789,K14066"
C00129,C00341,R01658,"K00787,K00795,K00804,K13787,K13789,K14066"
C00002,C00008,R00867,"K00844,K00847"
C00002,C05345,R00867,"K00844,K00847"
C00095,C00008,R00867,"K00844,K00847"
C00095,C05345,R00867,"K00844,K00847"
C00167,C16155,R07658,K10011
C00167,C00011,R07658,K10011
C00167,C00004,R07658,K10011
C00167,C00080,R07658,K10011
C00003,C16155,R07658,K10011
C00003,C00011,R07658,K10011
C00003,C00004,R07658,K10011
C00003,C00080,R07658,K10011
C00024,C17949,R08871,K03823
C00024,C00010,R08871,K03823
C00002,C00008,R00130,"K00859,K02318"
C00002,C00010,R00130,"K00859,K02318"
C00882,C00008,R00130,"K00859,K02318"
C00882,C00010,R00130,"K00859,K02318"
C05921,C00020,R05145,"K01942,K01947,K03524"
C05921,C06250,R05145,"K01942,K01947,K03524"
C00002,C00020,R01049,K00948
C00002,C00119,R01049,K00948
C00117,C00020,R01049,K00948
C00117,C00119,R01049,K00948
C00091,C00010,R04365,K00674
C00091,C04462,R04365,K00674
C03972,C00010,R04365,K00674
C03972,C04462,R04365,K00674
C00001,C00010,R04365,K00674
C00001,C04462,R04365,K00674
C00603,C00802,R02936,K00073
C00603,C00005,R02936,K00073
C00603,C00080,R02936,K00073
C00006,C00802,R02936,K00073
C00006,C00005,R02936,K00073
C00006,C00080,R02936,K00073
C00037,C01242,R03425,"K00281,K00282,K00283"
C00037,C00011,R03425,"K00281,K00282,K00283"
C02051,C01242,R03425,"K00281,K00282,K00283"
C02051,C00011,R03425,"K00281,K00282,K00283"
C00063,C00055,R00515,"K01513,K04765,K06287,K08320,K25435"
C00063,C00013,R00515,"K01513,K04765,K06287,K08320,K25435"
C00001,C00055,R00515,"K01513,K04765,K06287,K08320,K25435"
C00001,C00013,R00515,"K01513,K04765,K06287,K08320,K25435"
C00002,C00008,R00251,"K01469,K07160,K23123,K23124"
C00002,C00009,R00251,"K01469,K07160,K23123,K23124"
C00002,C00025,R00251,"K01469,K07160,K23123,K23124"
C01879,C00008,R00251,"K01469,K07160,K23123,K23124"
C01879,C00009,R00251,"K01469,K07160,K23123,K23124"
C01879,C00025,R00251,"K01469,K07160,K23123,K23124"
C00001,C00008,R00251,"K01469,K07160,K23123,K23124"
C00001,C00009,R00251,"K01469,K07160,K23123,K23124"
C00001,C00025,R00251,"K01469,K07160,K23123,K23124"
C02972,C02051,R03815,K00382
C02972,C00004,R03815,K00382
C02972,C00080,R03815,K00382
C00003,C02051,R03815,K00382
C00003,C00004,R03815,K00382
C00003,C00080,R03815,K00382
C00576,C00719,R02565,"K00130,K14085"
C00576,C00004,R02565,"K00130,K14085"
C00576,C00080,R02565,"K00130,K14085"
C00003,C00719,R02565,"K00130,K14085"
C00003,C00004,R02565,"K00130,K14085"
C00003,C00080,R02565,"K00130,K14085"
C00001,C00719,R02565,"K00130,K14085"
C00001,C00004,R02565,"K00130,K14085"
C00001,C00080,R02565,"K00130,K14085"
C00760,C00760,R11307,"K01179,K19357"
C00760,C01898,R11307,"K01179,K19357"
C00001,C00760,R11307,"K01179,K19357"
C00001,C01898,R11307,"K01179,K19357"
C00006,C01179,R03339,"K13574,K18606"
C00006,C00005,R03339,"K13574,K18606"
C00006,C00080,R03339,"K13574,K18606"
C00024,C00033,R05509,"K01039,K01040"
C00024,C00894,R05509,"K01039,K01040"
C00006,C14463,R05068,K00053
C00006,C00005,R05068,K00053
C00006,C00080,R05068,K00053
C00003,C00061,R05705,"K00484,K05368,K13562,K14631,K19286,K20146,K22393,K22394,K23462,K23470"
C00003,C00004,R05705,"K00484,K05368,K13562,K14631,K19286,K20146,K22393,K22394,K23462,K23470"
C00003,C00080,R05705,"K00484,K05368,K13562,K14631,K19286,K20146,K22393,K22394,K23462,K23470"
C21310,C18239,R11372,"K03637,K20967"
C21310,C00013,R11372,"K03637,K20967"
C00001,C18239,R11372,"K03637,K20967"
C00001,C00013,R11372,"K03637,K20967"
C00354,C00111,R01068,"K01622,K01623,K01624,K11645,K16305,K16306"
C00354,C00118,R01068,"K01622,K01623,K01624,K11645,K16305,K16306"
C00002,C00008,R04391,"K00867,K01947,K03525,K09680"
C00002,C04352,R04391,"K00867,K01947,K03525,K09680"
C01185,C03722,R03348,K00767
C01185,C00119,R03348,K00767
C00013,C03722,R03348,K00767
C00013,C00119,R03348,K00767
C00011,C03722,R03348,K00767
C00011,C00119,R03348,K00767
C00006,C00222,R09289,"K09019,K14468,K15039,K16066,K18602"
C00006,C00005,R09289,"K09019,K14468,K15039,K16066,K18602"
C00006,C00080,R09289,"K09019,K14468,K15039,K16066,K18602"
C00001,C00026,R00269,"K08590,K13566"
C00001,C00014,R00269,"K08590,K13566"
C20422,C20423,R10186,K06162
C20422,C00013,R10186,K06162
C00001,C20423,R10186,K06162
C00001,C00013,R10186,K06162
C00001,C06193,R05135,"K01119,K08693,K09769,K24670"
C00032,C15672,R07411,K02257
C00032,C00013,R07411,K02257
C00001,C15672,R07411,K02257
C00001,C00013,R07411,K02257
C00448,C15672,R07411,K02257
C00448,C00013,R07411,K02257
C00024,C00010,R03858,"K00632,K07508,K07509,K07513"
C00024,C05261,R03858,"K00632,K07508,K07509,K07513"
C00002,C00008,R00341,K01610
C00002,C00074,R00341,K01610
C00002,C00011,R00341,K01610
C00036,C00008,R00341,K01610
C00036,C00074,R00341,K01610
C00036,C00011,R00341,K01610
C00002,C00008,R04928,"K00860,K00955,K13811"
C00002,C05696,R04928,"K00860,K00955,K13811"
C05686,C00008,R04928,"K00860,K00955,K13811"
C05686,C05696,R04928,"K00860,K00955,K13811"
C04778,C05775,R04594,"K02226,K22316"
C04778,C00009,R04594,"K02226,K22316"
C00001,C05775,R04594,"K02226,K22316"
C00001,C00009,R04594,"K02226,K22316"
C00068,C05125,R03050,"K01652,K01653"
C00068,C00022,R03050,"K01652,K01653"
C00002,C00008,R11183,K11216
C00002,C20959,R11183,K11216
C11838,C00008,R11183,K11216
C11838,C20959,R11183,K11216
C00001,C00031,R13178,"K01201,K17108"
C00001,C00319,R13178,"K01201,K17108"
C02047,C01645,R11443,K00684
C02047,C21387,R11443,K00684
C00245,C00012,R01687,"K00681,K18592"
C00245,C05844,R01687,"K00681,K18592"
C00009,C15587,R10244,"K03783,K03784"
C00009,C00672,R10244,"K03783,K03784"
C04281,C05947,R04445,"K00294,K13821"
C04281,C00005,R04445,"K00294,K13821"
C04281,C00080,R04445,"K00294,K13821"
C00006,C05947,R04445,"K00294,K13821"
C00006,C00005,R04445,"K00294,K13821"
C00006,C00080,R04445,"K00294,K13821"
C00001,C05947,R04445,"K00294,K13821"
C00001,C00005,R04445,"K00294,K13821"
C00001,C00080,R04445,"K00294,K13821"
C03150,C00153,R02294,"K03783,K03784"
C03150,C00620,R02294,"K03783,K03784"
C00009,C00153,R02294,"K03783,K03784"
C00009,C00620,R02294,"K03783,K03784"
C00002,C00008,R02237,"K01930,K11754,K20457,K22099,K24102"
C00002,C00009,R02237,"K01930,K11754,K20457,K22099,K24102"
C00002,C00415,R02237,"K01930,K11754,K20457,K22099,K24102"
C00921,C00008,R02237,"K01930,K11754,K20457,K22099,K24102"
C00921,C00009,R02237,"K01930,K11754,K20457,K22099,K24102"
C00921,C00415,R02237,"K01930,K11754,K20457,K22099,K24102"
C00025,C00008,R02237,"K01930,K11754,K20457,K22099,K24102"
C00025,C00009,R02237,"K01930,K11754,K20457,K22099,K24102"
C00025,C00415,R02237,"K01930,K11754,K20457,K22099,K24102"
C00003,C00905,R02454,K00040
C00003,C00004,R02454,K00040
C00003,C00080,R02454,K00040
C00458,C00460,R02325,K01494
C00458,C00014,R02325,K01494
C00001,C00460,R02325,K01494
C00001,C00014,R02325,K01494
C00001,C01132,R06004,K12373
C00721,C00031,R01791,"K01178,K01182,K01203,K12047,K21574"
C00721,C00721,R01791,"K01178,K01182,K01203,K12047,K21574"
C00001,C00031,R01791,"K01178,K01182,K01203,K12047,K21574"
C00001,C00721,R01791,"K01178,K01182,K01203,K12047,K21574"
C00001,C20451,R10223,K11991
C00001,C00014,R10223,K11991
C00475,C00380,R02296,"K00756,K09913"
C00475,C00620,R02296,"K00756,K09913"
C00009,C00380,R02296,"K00756,K09913"
C00009,C00620,R02296,"K00756,K09913"
C11538,C17401,R05808,"K03394,K13540"
C11538,C00021,R05808,"K03394,K13540"
C00002,C00020,R03658,"K04566,K04567"
C00002,C00013,R03658,"K04566,K04567"
C00002,C01931,R03658,"K04566,K04567"
C00047,C00020,R03658,"K04566,K04567"
C00047,C00013,R03658,"K04566,K04567"
C00047,C01931,R03658,"K04566,K04567"
C00555,C00334,R02549,"K00128,K00137,K00149,K12254,K14085"
C00555,C00004,R02549,"K00128,K00137,K00149,K12254,K14085"
C00555,C00080,R02549,"K00128,K00137,K00149,K12254,K14085"
C00003,C00334,R02549,"K00128,K00137,K00149,K12254,K14085"
C00003,C00004,R02549,"K00128,K00137,K00149,K12254,K14085"
C00003,C00080,R02549,"K00128,K00137,K00149,K12254,K14085"
C00001,C00334,R02549,"K00128,K00137,K00149,K12254,K14085"
C00001,C00004,R02549,"K00128,K00137,K00149,K12254,K14085"
C00001,C00080,R02549,"K00128,K00137,K00149,K12254,K14085"
C00002,C00008,R13203,K00882
C00002,C00354,R13203,K00882
C01094,C00008,R13203,K00882
C01094,C00354,R13203,K00882
C04121,C00055,R09766,K02527
C00001,C04506,R09845,"K06013,K08658"
C00001,C00012,R09845,"K06013,K08658"
C00002,C00008,R02099,"K00857,K05961"
C00002,C00365,R02099,"K00857,K05961"
C00526,C00008,R02099,"K00857,K05961"
C00526,C00365,R02099,"K00857,K05961"
C00064,C00025,R00768,K00820
C00064,C00352,R00768,K00820
C00085,C00025,R00768,K00820
C00085,C00352,R00768,K00820
C00073,C01180,R08618,"K14287,K21346"
C00073,C00151,R08618,"K14287,K21346"
C00161,C01180,R08618,"K14287,K21346"
C00161,C00151,R08618,"K14287,K21346"
C00007,C05640,R02670,"K03781,K03782"
C00007,C00704,R02670,"K03781,K03782"
C00007,C00027,R02670,"K03781,K03782"
C00007,C00080,R02670,"K03781,K03782"
C04573,C20395,R10140,"K13016,K13020"
C04573,C00004,R10140,"K13016,K13020"
C04573,C00080,R10140,"K13016,K13020"
C00003,C20395,R10140,"K13016,K13020"
C00003,C00004,R10140,"K13016,K13020"
C00003,C00080,R10140,"K13016,K13020"
C00001,C11406,R06391,K14731
C00857,C00020,R03004,"K01513,K03426,K04765,K26956"
C00857,C01185,R03004,"K01513,K03426,K04765,K26956"
C00001,C00020,R03004,"K01513,K03426,K04765,K26956"
C00001,C01185,R03004,"K01513,K03426,K04765,K26956"
C05973,C00229,R04864,K05939
C05973,C00350,R04864,K05939
C00001,C02528,R03975,K01442
C00001,C00037,R03975,K01442
C00002,C00013,R00529,"K00955,K00956,K00957,K00958,K13811"
C00002,C00224,R00529,"K00955,K00956,K00957,K00958,K13811"
C00059,C00013,R00529,"K00955,K00956,K00957,K00958,K13811"
C00059,C00224,R00529,"K00955,K00956,K00957,K00958,K13811"
C00001,C02222,R03893,K01061
C00003,C00255,R09750,"K00484,K05368,K22393,K22394,K23470"
C00003,C00004,R09750,"K00484,K05368,K22393,K22394,K23470"
C00003,C00080,R09750,"K00484,K05368,K22393,K22394,K23470"
C00002,C00020,R00199,K01007
C00002,C00074,R00199,K01007
C00002,C00009,R00199,K01007
C00022,C00020,R00199,K01007
C00022,C00074,R00199,K01007
C00022,C00009,R00199,K01007
C00001,C00020,R00199,K01007
C00001,C00074,R00199,K01007
C00001,C00009,R00199,K01007
C00063,C00112,R03237,"K00850,K16370"
C00063,C03785,R03237,"K00850,K16370"
C01097,C00112,R03237,"K00850,K16370"
C01097,C03785,R03237,"K00850,K16370"
C00029,C00167,R00286,K00012
C00029,C00004,R00286,K00012
C00029,C00080,R00286,K00012
C00001,C00167,R00286,K00012
C00001,C00004,R00286,K00012
C00001,C00080,R00286,K00012
C00003,C00167,R00286,K00012
C00003,C00004,R00286,K00012
C00003,C00080,R00286,K00012
C00002,C00008,R00239,"K00931,K12657"
C00002,C03287,R00239,"K00931,K12657"
C00025,C00008,R00239,"K00931,K12657"
C00025,C03287,R00239,"K00931,K12657"
C06025,C19875,R09763,K02527
C06025,C00055,R09763,K02527
C04121,C19875,R09763,K02527
C04121,C00055,R09763,K02527
C00029,C00015,R05164,K13677
C00029,C06365,R05164,K13677
C06364,C00015,R05164,K13677
C06364,C06365,R05164,K13677
C00001,C00124,R01104,"K01189,K07406,K07407"
C00001,C00116,R01104,"K01189,K07406,K07407"
C00199,C15556,R07281,"K02858,K14652"
C00199,C00058,R07281,"K02858,K14652"
C06613,C06614,R05237,K00128
C06613,C00080,R05237,K00128
C00001,C06614,R05237,K00128
C00001,C00080,R05237,K00128
C00350,C00165,R11557,K03760
C00350,C21463,R11557,K03760
C21461,C00165,R11557,K03760
C21461,C21463,R11557,K03760
C00003,C05949,R03863,"K07119,K13948,K13949"
C00003,C00080,R03863,"K07119,K13948,K13949"
C00003,C00004,R03863,"K07119,K13948,K13949"
C00189,C00084,R00749,"K03735,K03736,K04019"
C00189,C00014,R00749,"K03735,K03736,K04019"
C00002,C16489,R08124,K10710
C00002,C00008,R08124,K10710
C00002,C00008,R00127,"K00939,K18532,K18533"
C00020,C00008,R00127,"K00939,K18532,K18533"
C01762,C00385,R02297,"K03783,K03784,K09913"
C01762,C00620,R02297,"K03783,K03784,K09913"
C00009,C00385,R02297,"K03783,K03784,K09913"
C00009,C00620,R02297,"K03783,K03784,K09913"
C00003,C00153,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00003,C02415,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00003,C20658,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00003,C00080,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00001,C00153,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00001,C02415,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00001,C20658,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C00001,C00080,R10633,"K11121,K11411,K11412,K11413,K11414,K11415,K11416,K11417,K12410"
C01528,C05684,R03596,"K00384,K22182"
C01528,C00005,R03596,"K00384,K22182"
C01528,C00080,R03596,"K00384,K22182"
C00006,C05684,R03596,"K00384,K22182"
C00006,C00005,R03596,"K00384,K22182"
C00006,C00080,R03596,"K00384,K22182"
C00001,C05684,R03596,"K00384,K22182"
C00001,C00005,R03596,"K00384,K22182"
C00001,C00080,R03596,"K00384,K22182"
C00582,C07086,R09840,K02614
C00582,C00010,R09840,K02614
C00001,C07086,R09840,K02614
C00001,C00010,R09840,K02614
C00003,C05635,R04903,"K00128,K00149,K14085"
C00003,C00080,R04903,"K00128,K00149,K14085"
C00003,C00004,R04903,"K00128,K00149,K14085"
C00001,C05635,R04903,"K00128,K00149,K14085"
C00001,C00080,R04903,"K00128,K00149,K14085"
C00001,C00004,R04903,"K00128,K00149,K14085"
C00003,C00376,R02124,"K00001,K00121,K11149,K11154,K13369,K13951,K13952,K13953,K13980,K15734"
C00003,C00004,R02124,"K00001,K00121,K11149,K11154,K13369,K13951,K13952,K13953,K13980,K15734"
C00003,C00080,R02124,"K00001,K00121,K11149,K11154,K13369,K13951,K13952,K13953,K13980,K15734"
C00002,C00008,R00573,K01937
C00002,C00009,R00573,K01937
C00002,C00063,R00573,K01937
C00002,C00025,R00573,K01937
C00075,C00008,R00573,K01937
C00075,C00009,R00573,K01937
C00075,C00063,R00573,K01937
C00075,C00025,R00573,K01937
C00064,C00008,R00573,K01937
C00064,C00009,R00573,K01937
C00064,C00063,R00573,K01937
C00064,C00025,R00573,K01937
C00001,C00008,R00573,K01937
C00001,C00009,R00573,K01937
C00001,C00063,R00573,K01937
C00001,C00025,R00573,K01937
C00075,C00013,R10183,K00972
C00075,C00203,R10183,K00972
C00003,C04236,R04426,"K00052,K21360"
C00003,C00004,R04426,"K00052,K21360"
C00003,C00080,R04426,"K00052,K21360"
C00003,C00266,R01781,"K00048,K26209"
C00003,C00004,R01781,"K00048,K26209"
C00003,C00080,R01781,"K00048,K26209"
C00001,C00191,R07818,K01195
C00003,C00233,R10052,"K00052,K21360"
C00003,C00011,R10052,"K00052,K21360"
C00003,C00004,R10052,"K00052,K21360"
C00003,C00080,R10052,"K00052,K21360"
C00001,C00438,R01993,"K01465,K11540"
C00194,C06510,R05223,K02233
C00194,C05775,R05223,K02233
C00144,C06510,R05223,K02233
C00144,C05775,R05223,K02233
C03393,C06054,R04210,K03473
C03393,C00004,R04210,K03473
C03393,C00080,R04210,K03473
C00003,C06054,R04210,K03473
C00003,C00004,R04210,K03473
C00003,C00080,R04210,K03473
C03972,C20258,R04198,K00215
C03972,C00004,R04198,K00215
C03972,C00080,R04198,K00215
C00003,C20258,R04198,K00215
C00003,C00004,R04198,K00215
C00003,C00080,R04198,K00215
C00001,C20258,R04198,K00215
C00001,C00004,R04198,K00215
C00001,C00080,R04198,K00215
C00002,C00008,R03193,K01924
C00002,C00009,R03193,K01924
C00002,C01212,R03193,K01924
C00041,C00008,R03193,K01924
C00041,C00009,R03193,K01924
C00041,C01212,R03193,K01924
C20415,C20498,R10303,K12582
C20415,C00363,R10303,K12582
C00024,C00010,R07899,"K00632,K07513"
C00024,C16338,R07899,"K00632,K07513"
C00081,C00104,R03239,"K00850,K16370"
C00081,C03785,R03239,"K00850,K16370"
C01097,C00104,R03239,"K00850,K16370"
C01097,C03785,R03239,"K00850,K16370"
C00390,C00399,R11325,"K00425,K00426"
C00390,C00001,R11325,"K00425,K00426"
C00390,C00080,R11325,"K00425,K00426"
C00007,C00399,R11325,"K00425,K00426"
C00007,C00001,R11325,"K00425,K00426"
C00007,C00080,R11325,"K00425,K00426"
C00080,C00399,R11325,"K00425,K00426"
C00080,C00001,R11325,"K00425,K00426"
C00080,C00080,R11325,"K00425,K00426"
C00044,C21310,R09394,"K03639,K20967"
C00044,C05198,R09394,"K03639,K20967"
C00044,C00073,R09394,"K03639,K20967"
C00044,C00028,R09394,"K03639,K20967"
C00030,C21310,R09394,"K03639,K20967"
C00030,C05198,R09394,"K03639,K20967"
C00030,C00073,R09394,"K03639,K20967"
C00030,C00028,R09394,"K03639,K20967"
C15980,C03345,R03172,"K00248,K00249,K09478,K11410"
C15980,C00030,R03172,"K00248,K00249,K09478,K11410"
C00028,C03345,R03172,"K00248,K00249,K09478,K11410"
C00028,C00030,R03172,"K00248,K00249,K09478,K11410"
C00036,C00049,R01731,"K00832,K15849"
C00036,C00254,R01731,"K00832,K15849"
C04752,C01081,R10712,"K00788,K14153,K14154,K21219,K21220"
C04752,C00013,R10712,"K00788,K14153,K14154,K21219,K21220"
C04752,C00011,R10712,"K00788,K14153,K14154,K21219,K21220"
C00001,C06056,R05086,K01733
C00001,C00009,R05086,K01733
C11478,C00021,R00601,K15461
C11478,C04728,R00601,K15461
C00002,C00008,R02245,K00869
C00002,C01107,R02245,K00869
C00003,C00435,R02000,"K00529,K00530,K05297,K21738,K22567"
C00003,C00004,R02000,"K00529,K00530,K05297,K21738,K22567"
C00080,C00435,R02000,"K00529,K00530,K05297,K21738,K22567"
C00080,C00004,R02000,"K00529,K00530,K05297,K21738,K22567"
C00003,C00332,R01975,"K00022,K01782,K01825,K07514,K07516,K10527,K15016"
C00003,C00004,R01975,"K00022,K01782,K01825,K07514,K07516,K10527,K15016"
C00003,C00080,R01975,"K00022,K01782,K01825,K07514,K07516,K10527,K15016"
C00001,C04732,R07280,"K20860,K20861,K20862,K21063,K21064,K22912"
C00001,C00009,R07280,"K20860,K20861,K20862,K21063,K21064,K22912"
C00016,C05271,R04751,"K00232,K00248,K00249,K00255,K06445,K09478"
C00016,C01352,R04751,"K00232,K00248,K00249,K00255,K06445,K09478"
C00002,C00008,R00405,"K01902,K01903"
C00002,C00009,R00405,"K01902,K01903"
C00002,C00091,R00405,"K01902,K01903"
C00042,C00008,R00405,"K01902,K01903"
C00042,C00009,R00405,"K01902,K01903"
C00042,C00091,R00405,"K01902,K01903"
C00010,C00008,R00405,"K01902,K01903"
C00010,C00009,R00405,"K01902,K01903"
C00010,C00091,R00405,"K01902,K01903"
C00365,C00526,R02102,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00365,C00009,R02102,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00001,C00526,R02102,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00001,C00009,R02102,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434"
C00691,C06891,R05659,K03335
C00691,C00001,R05659,K03335
C06026,C04233,R12211,K12973
C06026,C21993,R12211,K12973
C00235,C11811,R08210,K03527
C00235,C00138,R08210,K03527
C00235,C00080,R08210,K03527
C00139,C11811,R08210,K03527
C00139,C00138,R08210,K03527
C00139,C00080,R08210,K03527
C00001,C11811,R08210,K03527
C00001,C00138,R08210,K03527
C00001,C00080,R08210,K03527
C00024,C00010,R07895,"K00632,K07513"
C00024,C16334,R07895,"K00632,K07513"
C00136,C00877,R01171,K00209
C00136,C00004,R01171,K00209
C00136,C00080,R01171,K00209
C00003,C00877,R01171,K00209
C00003,C00004,R01171,K00209
C00003,C00080,R01171,K00209
C00603,C00802,R02935,K00073
C00603,C00004,R02935,K00073
C00603,C00080,R02935,K00073
C00003,C00802,R02935,K00073
C00003,C00004,R02935,K00073
C00003,C00080,R02935,K00073
C00006,C05762,R04543,"K00059,K00665,K00667,K11533,K11539"
C00006,C00005,R04543,"K00059,K00665,K00667,K11533,K11539"
C00006,C00080,R04543,"K00059,K00665,K00667,K11533,K11539"
C00006,C01222,R05692,K02377
C00006,C00005,R05692,K02377
C00006,C00080,R05692,K02377
C05923,C06148,R05048,"K01495,K09007,K22391"
C00051,C14805,R07025,"K00799,K04097,K13299,K23790"
C00003,C05269,R04748,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00004,R04748,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00080,R04748,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00026,C04462,R04475,"K00821,K14267"
C00026,C00025,R04475,"K00821,K14267"
C06376,C06377,R05168,K02079
C06376,C00033,R05168,K02079
C00001,C06377,R05168,K02079
C00001,C00033,R05168,K02079
C20446,C00073,R10220,K07568
C20446,C00147,R10220,K07568
C20446,C19647,R10220,K07568
C00006,C00688,R02777,"K00067,K23987"
C00006,C00005,R02777,"K00067,K23987"
C00006,C00080,R02777,"K00067,K23987"
C00003,C00143,R07168,"K00297,K24042,K25009"
C00003,C00004,R07168,"K00297,K24042,K25009"
C00003,C00080,R07168,"K00297,K24042,K25009"
C00085,C00227,R00761,K01621
C00085,C00279,R00761,K01621
C00085,C00001,R00761,K01621
C00009,C00227,R00761,K01621
C00009,C00279,R00761,K01621
C00009,C00001,R00761,K01621
C00001,C00036,R00348,K13566
C00001,C00014,R00348,K13566
C00002,C00008,R11628,"K21610,K21611"
C00002,C00009,R11628,"K21610,K21611"
C00002,C21512,R11628,"K21610,K21611"
C00002,C00028,R11628,"K21610,K21611"
C00030,C00008,R11628,"K21610,K21611"
C00030,C00009,R11628,"K21610,K21611"
C00030,C21512,R11628,"K21610,K21611"
C00030,C00028,R11628,"K21610,K21611"
C00001,C00008,R11628,"K21610,K21611"
C00001,C00009,R11628,"K21610,K21611"
C00001,C21512,R11628,"K21610,K21611"
C00001,C00028,R11628,"K21610,K21611"
C00245,C00593,R01684,K15372
C00245,C00025,R01684,K15372
C00026,C00593,R01684,K15372
C00026,C00025,R01684,K15372
C00002,C00008,R00722,"K00940,K18533"
C00002,C00081,R00722,"K00940,K18533"
C00104,C00008,R00722,"K00940,K18533"
C00104,C00081,R00722,"K00940,K18533"
C00044,C00035,R00517,K00876
C00044,C00055,R00517,K00876
C00475,C00035,R00517,K00876
C00475,C00055,R00517,K00876
C00089,C02336,R00802,"K01187,K01193,K01203,K12047,K12316,K12317,K15922"
C00089,C00267,R00802,"K01187,K01193,K01203,K12047,K12316,K12317,K15922"
C00001,C02336,R00802,"K01187,K01193,K01203,K12047,K12316,K12317,K15922"
C00001,C00267,R00802,"K01187,K01193,K01203,K12047,K12316,K12317,K15922"
C00002,C00008,R02301,"K00603,K01934"
C00002,C00009,R02301,"K00603,K01934"
C00002,C00445,R02301,"K00603,K01934"
C00080,C00008,R02301,"K00603,K01934"
C00080,C00009,R02301,"K00603,K01934"
C00080,C00445,R02301,"K00603,K01934"
C00002,C00008,R03471,"K00877,K00941,K14153,K21219"
C00002,C04556,R03471,"K00877,K00941,K14153,K21219"
C01279,C00008,R03471,"K00877,K00941,K14153,K21219"
C01279,C04556,R03471,"K00877,K00941,K14153,K21219"
C02962,C18096,R09030,K01808
C11545,C05773,R05814,K06042
C00003,C01179,R03337,"K13574,K18606,K23109"
C00003,C00004,R03337,"K13574,K18606,K23109"
C00003,C00080,R03337,"K13574,K18606,K23109"
C11811,C11453,R10859,K03526
C11811,C02745,R10859,K03526
C00001,C11453,R10859,K03526
C00001,C02745,R10859,K03526
C01037,C22458,R12933,"K01935,K19562"
C00011,C22458,R12933,"K01935,K19562"
C00024,C00010,R01177,"K00626,K00632,K07508,K07509,K07513"
C00024,C05269,R01177,"K00626,K00632,K07508,K07509,K07513"
C00136,C00010,R01177,"K00626,K00632,K07508,K07509,K07513"
C00136,C05269,R01177,"K00626,K00632,K07508,K07509,K07513"
C01355,C00095,R00879,K03332
C01355,C01355,R00879,K03332
C00001,C00095,R00879,K03332
C00001,C01355,R00879,K03332
C00002,C00020,R00483,K01914
C00002,C00013,R00483,K01914
C00002,C00152,R00483,K01914
C00049,C00020,R00483,K01914
C00049,C00013,R00483,K01914
C00049,C00152,R00483,K01914
C00014,C00020,R00483,K01914
C00014,C00013,R00483,K01914
C00014,C00152,R00483,K01914
C01081,C00378,R02135,"K01077,K01078,K06949,K14394,K22911,K23458"
C01081,C00009,R02135,"K01077,K01078,K06949,K14394,K22911,K23458"
C00001,C00378,R02135,"K01077,K01078,K06949,K14394,K22911,K23458"
