compound1,compound2,reaction,KOs
C00014,C00009,R10949,"K01954,K01955,K01956,K11540,K11541"
C20969,C01563,R10949,"K01954,K01955,K01956,K11540,K11541"
C20969,C00009,R10949,"K01954,K01955,K01956,K11540,K11541"
C00003,C21181,R10719,K08318
C00003,C00004,R10719,K08318
C00003,C00080,R10719,K08318
C00154,C00010,R01274,"K01068,K01074,K10804,K10805,K10806,K17360"
C00154,C00249,R01274,"K01068,K01074,K10804,K10805,K10806,K17360"
C00001,C00010,R01274,"K01068,K01074,K10804,K10805,K10806,K17360"
C00001,C00249,R01274,"K01068,K01074,K10804,K10805,K10806,K17360"
C00002,C00020,R03646,K01887
C00002,C00013,R03646,K01887
C00002,C02163,R03646,K01887
C00062,C00020,R03646,K01887
C00062,C00013,R03646,K01887
C00062,C02163,R03646,K01887
C00416,C00681,R02241,"K00655,K13509,K13513,K13517,K13519,K13523,K14674,K19007,K22831"
C00416,C00040,R02241,"K00655,K13509,K13513,K13517,K13519,K13523,K14674,K19007,K22831"
C00010,C00681,R02241,"K00655,K13509,K13513,K13517,K13519,K13523,K14674,K19007,K22831"
C00010,C00040,R02241,"K00655,K13509,K13513,K13517,K13519,K13523,K14674,K19007,K22831"
C00546,C05235,R02528,K08325
C00546,C00006,R02528,K08325
C00005,C05235,R02528,K08325
C00005,C00006,R02528,K08325
C00080,C05235,R02528,K08325
C00080,C00006,R02528,K08325
C00002,C00008,R04463,"K01952,K23264,K23265,K23269,K23270"
C00002,C00009,R04463,"K01952,K23264,K23265,K23269,K23270"
C00002,C04640,R04463,"K01952,K23264,K23265,K23269,K23270"
C00002,C00025,R04463,"K01952,K23264,K23265,K23269,K23270"
C04376,C00008,R04463,"K01952,K23264,K23265,K23269,K23270"
C04376,C00009,R04463,"K01952,K23264,K23265,K23269,K23270"
C04376,C04640,R04463,"K01952,K23264,K23265,K23269,K23270"
C04376,C00025,R04463,"K01952,K23264,K23265,K23269,K23270"
C00064,C00008,R04463,"K01952,K23264,K23265,K23269,K23270"
C00064,C00009,R04463,"K01952,K23264,K23265,K23269,K23270"
C00064,C04640,R04463,"K01952,K23264,K23265,K23269,K23270"
C00064,C00025,R04463,"K01952,K23264,K23265,K23269,K23270"
C00001,C00008,R04463,"K01952,K23264,K23265,K23269,K23270"
C00001,C00009,R04463,"K01952,K23264,K23265,K23269,K23270"
C00001,C04640,R04463,"K01952,K23264,K23265,K23269,K23270"
C00001,C00025,R04463,"K01952,K23264,K23265,K23269,K23270"
C00051,C02320,R11905,"K00799,K23790"
C00002,C21214,R12897,K00878
C00002,C00008,R12897,K00878
C04330,C01274,R03464,K01499
C04330,C00080,R03464,K01499
C00001,C01274,R03464,K01499
C00001,C00080,R03464,K01499
C19845,C01092,R10124,K00652
C19845,C00229,R10124,K00652
C19845,C00011,R10124,K00652
C00041,C01092,R10124,K00652
C00041,C00229,R10124,K00652
C00041,C00011,R10124,K00652
C00424,C00186,R01446,"K07248,K19266"
C00424,C00004,R01446,"K07248,K19266"
C00424,C00080,R01446,"K07248,K19266"
C00003,C00186,R01446,"K07248,K19266"
C00003,C00004,R01446,"K07248,K19266"
C00003,C00080,R01446,"K07248,K19266"
C00001,C00186,R01446,"K07248,K19266"
C00001,C00004,R01446,"K07248,K19266"
C00001,C00080,R01446,"K07248,K19266"
C15699,C15700,R07415,K09471
C15699,C00014,R07415,K09471
C15699,C00027,R07415,K09471
C00001,C15700,R07415,K09471
C00001,C00014,R07415,K09471
C00001,C00027,R07415,K09471
C00007,C15700,R07415,K09471
C00007,C00014,R07415,K09471
C00007,C00027,R07415,K09471
C00026,C06054,R05085,K00831
C00026,C00025,R05085,K00831
C00235,C21214,R12896,"K01515,K12152,K25520"
C00235,C00009,R12896,"K01515,K12152,K25520"
C00001,C21214,R12896,"K01515,K12152,K25520"
C00001,C00009,R12896,"K01515,K12152,K25520"
C00860,C01929,R03012,"K00013,K14152"
C00860,C00004,R03012,"K00013,K14152"
C00860,C00080,R03012,"K00013,K14152"
C00003,C01929,R03012,"K00013,K14152"
C00003,C00004,R03012,"K00013,K14152"
C00003,C00080,R03012,"K00013,K14152"
C00002,C00020,R01954,K01940
C00002,C00013,R01954,K01940
C00002,C03406,R01954,K01940
C00327,C00020,R01954,K01940
C00327,C00013,R01954,K01940
C00327,C03406,R01954,K01940
C00049,C00020,R01954,K01940
C00049,C00013,R01954,K01940
C00049,C03406,R01954,K01940
C00002,C00020,R02539,K01912
C00002,C00013,R02539,K01912
C00002,C00582,R02539,K01912
C07086,C00020,R02539,K01912
C07086,C00013,R02539,K01912
C07086,C00582,R02539,K01912
C00010,C00020,R02539,K01912
C00010,C00013,R02539,K01912
C00010,C00582,R02539,K01912
C04646,C16618,R08240,K00088
C04646,C00004,R08240,K00088
C04646,C00080,R08240,K00088
C00003,C16618,R08240,K00088
C00003,C00004,R08240,K00088
C00003,C00080,R08240,K00088
C00001,C16618,R08240,K00088
C00001,C00004,R08240,K00088
C00001,C00080,R08240,K00088
C04738,C06022,R04587,"K02535,K16363"
C04738,C00033,R04587,"K02535,K16363"
C00001,C06022,R04587,"K02535,K16363"
C00001,C00033,R04587,"K02535,K16363"
C00105,C00106,R12955,K06966
C00105,C00117,R12955,K06966
C00001,C00106,R12955,K06966
C00001,C00117,R12955,K06966
C00143,C00101,R00945,K00600
C00143,C00065,R00945,K00600
C00037,C00101,R00945,K00600
C00037,C00065,R00945,K00600
C00001,C00101,R00945,K00600
C00001,C00065,R00945,K00600
C00002,C00008,R00124,"K00940,K18533"
C00002,C00002,R00124,"K00940,K18533"
C00008,C00008,R00124,"K00940,K18533"
C00008,C00002,R00124,"K00940,K18533"
C16699,C00275,R09645,K15524
C16699,C00258,R09645,K15524
C00001,C00275,R09645,K15524
C00001,C00258,R09645,K15524
C00357,C00352,R02059,K01443
C00357,C00033,R02059,K01443
C00001,C00352,R02059,K01443
C00001,C00033,R02059,K01443
C16519,C05817,R08166,"K08680,K14759"
C16519,C00022,R08166,"K08680,K14759"
C06508,C06509,R06558,K02231
C06508,C00035,R06558,K02231
C00044,C06509,R06558,K02231
C00044,C00035,R06558,K02231
C00026,C03232,R04173,K00831
C00026,C00025,R04173,K00831
C00002,C00020,R03503,"K00950,K07142,K13939,K13940,K13941"
C00002,C04807,R03503,"K00950,K07142,K13939,K13940,K13941"
C01300,C00020,R03503,"K00950,K07142,K13939,K13940,K13941"
C01300,C04807,R03503,"K00950,K07142,K13939,K13940,K13941"
C00860,C00135,R01158,"K00013,K14152"
C00860,C00004,R01158,"K00013,K14152"
C00860,C00080,R01158,"K00013,K14152"
C00003,C00135,R01158,"K00013,K14152"
C00003,C00004,R01158,"K00013,K14152"
C00003,C00080,R01158,"K00013,K14152"
C00001,C00135,R01158,"K00013,K14152"
C00001,C00004,R01158,"K00013,K14152"
C00001,C00080,R01158,"K00013,K14152"
C00001,C05822,R03929,"K01119,K08693,K09769,K24670"
C05335,C05703,R04770,"K01758,K01761"
C05335,C00014,R04770,"K01758,K01761"
C05335,C00109,R04770,"K01758,K01761"
C00001,C05703,R04770,"K01758,K01761"
C00001,C00014,R04770,"K01758,K01761"
C00001,C00109,R04770,"K01758,K01761"
C21214,C21215,R11225,K03186
C21214,C00009,R11225,K03186
C00001,C00229,R08158,"K01071,K10781"
C00001,C01571,R08158,"K01071,K10781"
C00461,C01674,R02334,"K01183,K13381,K20547"
C00461,C00461,R02334,"K01183,K13381,K20547"
C00001,C01674,R02334,"K01183,K13381,K20547"
C00001,C00461,R02334,"K01183,K13381,K20547"
C00049,C05840,R07410,K06989
C00049,C00004,R07410,K06989
C00049,C00080,R07410,K06989
C00003,C05840,R07410,K06989
C00003,C00004,R07410,K06989
C00003,C00080,R07410,K06989
C00361,C00035,R02019,"K00525,K00526,K10807,K10808"
C00361,C00342,R02019,"K00525,K00526,K10807,K10808"
C00343,C00035,R02019,"K00525,K00526,K10807,K10808"
C00343,C00342,R02019,"K00525,K00526,K10807,K10808"
C00001,C00035,R02019,"K00525,K00526,K10807,K10808"
C00001,C00342,R02019,"K00525,K00526,K10807,K10808"
C05623,C00389,R13065,"K05349,K05350"
C05623,C00221,R13065,"K05349,K05350"
C00001,C00389,R13065,"K05349,K05350"
C00001,C00221,R13065,"K05349,K05350"
C01304,C18910,R09376,K14654
C01304,C00006,R09376,K14654
C00005,C18910,R09376,K14654
C00005,C00006,R09376,K14654
C00080,C18910,R09376,K14654
C00080,C00006,R09376,K14654
C00002,C00008,R01353,"K00925,K00932,K19697"
C00002,C02876,R01353,"K00925,K00932,K19697"
C00163,C00008,R01353,"K00925,K00932,K19697"
C00163,C02876,R01353,"K00925,K00932,K19697"
C00170,C00147,R01401,"K01243,K01244,K18284"
C00170,C03089,R01401,"K01243,K01244,K18284"
C00001,C00147,R01401,"K01243,K01244,K18284"
C00001,C03089,R01401,"K01243,K01244,K18284"
C14145,C02232,R06941,"K00022,K00074,K01782,K01825,K07514"
C14145,C00004,R06941,"K00022,K00074,K01782,K01825,K07514"
C14145,C00080,R06941,"K00022,K00074,K01782,K01825,K07514"
C00003,C02232,R06941,"K00022,K00074,K01782,K01825,K07514"
C00003,C00004,R06941,"K00022,K00074,K01782,K01825,K07514"
C00003,C00080,R06941,"K00022,K00074,K01782,K01825,K07514"
C17323,C11478,R08702,K15461
C17323,C00048,R08702,K15461
C17323,C00027,R08702,K15461
C00007,C11478,R08702,K15461
C00007,C00048,R08702,K15461
C00007,C00027,R08702,K15461
C00001,C11478,R08702,K15461
C00001,C00048,R08702,K15461
C00001,C00027,R08702,K15461
C00203,C13952,R06894,K02474
C00203,C00004,R06894,K02474
C00203,C00080,R06894,K02474
C00003,C13952,R06894,K02474
C00003,C00004,R06894,K02474
C00003,C00080,R06894,K02474
C00001,C13952,R06894,K02474
C00001,C00004,R06894,K02474
C00001,C00080,R06894,K02474
C00118,C00236,R01061,"K00134,K00150,K10705"
C00118,C00004,R01061,"K00134,K00150,K10705"
C00118,C00080,R01061,"K00134,K00150,K10705"
C00009,C00236,R01061,"K00134,K00150,K10705"
C00009,C00004,R01061,"K00134,K00150,K10705"
C00009,C00080,R01061,"K00134,K00150,K10705"
C00003,C00236,R01061,"K00134,K00150,K10705"
C00003,C00004,R01061,"K00134,K00150,K10705"
C00003,C00080,R01061,"K00134,K00150,K10705"
C05688,C05699,R04944,K01739
C05688,C00009,R04944,K01739
C00074,C04691,R01826,"K01626,K03856,K13853"
C00074,C00009,R01826,"K01626,K03856,K13853"
C00279,C04691,R01826,"K01626,K03856,K13853"
C00279,C00009,R01826,"K01626,K03856,K13853"
C00001,C04691,R01826,"K01626,K03856,K13853"
C00001,C00009,R01826,"K01626,K03856,K13853"
C01286,C00022,R01064,"K01631,K11395"
C01286,C00118,R01064,"K01631,K11395"
C00234,C00101,R04325,"K00601,K01492,K11175,K11787"
C00234,C04376,R04325,"K00601,K01492,K11175,K11787"
C03838,C00101,R04325,"K00601,K01492,K11175,K11787"
C03838,C04376,R04325,"K00601,K01492,K11175,K11787"
C00029,C00015,R00292,"K00693,K00750,K13679,K16150,K16153,K20812"
C00029,C00718,R00292,"K00693,K00750,K13679,K16150,K16153,K20812"
C00718,C00015,R00292,"K00693,K00750,K13679,K16150,K16153,K20812"
C00718,C00718,R00292,"K00693,K00750,K13679,K16150,K16153,K20812"
C00042,C01118,R02508,K01739
C00042,C00097,R02508,K01739
C05699,C05698,R04941,"K00816,K01760,K14155"
C05699,C00014,R04941,"K00816,K01760,K14155"
C05699,C00022,R04941,"K00816,K01760,K14155"
C00001,C05698,R04941,"K00816,K01760,K14155"
C00001,C00014,R04941,"K00816,K01760,K14155"
C00001,C00022,R04941,"K00816,K01760,K14155"
C02737,C05974,R04034,"K01058,K06900,K13618,K16817,K16818,K22389"
C02737,C00162,R04034,"K01058,K06900,K13618,K16817,K16818,K22389"
C00001,C05974,R04034,"K01058,K06900,K13618,K16817,K16818,K22389"
C00001,C00162,R04034,"K01058,K06900,K13618,K16817,K16818,K22389"
C00299,C00106,R01080,"K01240,K01250,K10213,K12700,K25589"
C00299,C00121,R01080,"K01240,K01250,K10213,K12700,K25589"
C00001,C00106,R01080,"K01240,K01250,K10213,K12700,K25589"
C00001,C00121,R01080,"K01240,K01250,K10213,K12700,K25589"
C00065,C04377,R09099,K00600
C00065,C00037,R09099,K00600
C00065,C00001,R09099,K00600
C01217,C04377,R09099,K00600
C01217,C00037,R09099,K00600
C01217,C00001,R09099,K00600
C00007,C00061,R10206,"K00299,K04091"
C00007,C00094,R10206,"K00299,K04091"
C00007,C00001,R10206,"K00299,K04091"
C00007,C00067,R10206,"K00299,K04091"
C04895,C06148,R04639,"K01495,K09007,K22391"
C00001,C06148,R04639,"K01495,K09007,K22391"
C00119,C16619,R08245,K00760
C00119,C00013,R08245,K00760
C00063,C00013,R01799,K00981
C00063,C00269,R01799,K00981
C00416,C00013,R01799,K00981
C00416,C00269,R01799,K00981
C00001,C11173,R08260,K01195
C00001,C00191,R08260,K01195
C00143,C00101,R01226,K00606
C00143,C00966,R01226,K00606
C00141,C00101,R01226,K00606
C00141,C00966,R01226,K00606
C00001,C00101,R01226,K00606
C00001,C00966,R01226,K00606
C00007,C06178,R04027,K00276
C00007,C00027,R04027,K00276
C00007,C00014,R04027,K00276
C00080,C06178,R04027,K00276
C00080,C00027,R04027,K00276
C00080,C00014,R04027,K00276
C00001,C00159,R01329,"K01189,K07406,K07407"
C00001,C00124,R01329,"K01189,K07406,K07407"
C00185,C00221,R00026,"K01188,K05349,K05350"
C00001,C00221,R00026,"K01188,K05349,K05350"
C00185,C02964,R01445,K16213
C05841,C00253,R02295,"K03783,K03784"
C05841,C00620,R02295,"K03783,K03784"
C05841,C00080,R02295,"K03783,K03784"
C00009,C00253,R02295,"K03783,K03784"
C00009,C00620,R02295,"K03783,K03784"
C00009,C00080,R02295,"K03783,K03784"
C06506,C06507,R05225,K02232
C06506,C00025,R05225,K02232
C06506,C00009,R05225,K02232
C06506,C00008,R05225,K02232
C00064,C06507,R05225,K02232
C00064,C00025,R05225,K02232
C00064,C00009,R05225,K02232
C00064,C00008,R05225,K02232
C00002,C06507,R05225,K02232
C00002,C00025,R05225,K02232
C00002,C00009,R05225,K02232
C00002,C00008,R05225,K02232
C00001,C06507,R05225,K02232
C00001,C00025,R05225,K02232
C00001,C00009,R05225,K02232
C00001,C00008,R05225,K02232
C01112,C00199,R01530,"K02467,K06041"
C00024,C00033,R04000,"K01039,K01040"
C00024,C03058,R04000,"K01039,K01040"
C00144,C00387,R01227,"K01081,K02566,K03787,K08693,K11751,K19970,K20881"
C00144,C00009,R01227,"K01081,K02566,K03787,K08693,K11751,K19970,K20881"
C00001,C00387,R01227,"K01081,K02566,K03787,K08693,K11751,K19970,K20881"
C00001,C00009,R01227,"K01081,K02566,K03787,K08693,K11751,K19970,K20881"
C00001,C02222,R08120,K01061
C00001,C16487,R08120,K01061
C00237,C00011,R07157,"K00192,K00195,K00196,K00198"
C00237,C00138,R07157,"K00192,K00195,K00196,K00198"
C00237,C00080,R07157,"K00192,K00195,K00196,K00198"
C00001,C00011,R07157,"K00192,K00195,K00196,K00198"
C00001,C00138,R07157,"K00192,K00195,K00196,K00198"
C00001,C00080,R07157,"K00192,K00195,K00196,K00198"
C00139,C00011,R07157,"K00192,K00195,K00196,K00198"
C00139,C00138,R07157,"K00192,K00195,K00196,K00198"
C00139,C00080,R07157,"K00192,K00195,K00196,K00198"
C00630,C03460,R02661,"K00248,K00249,K09478,K11410,K11538"
C00630,C00030,R02661,"K00248,K00249,K09478,K11410,K11538"
C00028,C03460,R02661,"K00248,K00249,K09478,K11410,K11538"
C00028,C00030,R02661,"K00248,K00249,K09478,K11410,K11538"
C01079,C02191,R09489,K00230
C01079,C15603,R09489,K00230
C15602,C02191,R09489,K00230
C15602,C15603,R09489,K00230
C21029,C01205,R04666,"K01431,K06016"
C21029,C00011,R04666,"K01431,K06016"
C21029,C00014,R04666,"K01431,K06016"
C00001,C01205,R04666,"K01431,K06016"
C00001,C00011,R04666,"K01431,K06016"
C00001,C00014,R04666,"K01431,K06016"
C16633,C16634,R08232,K00876
C16633,C00008,R08232,K00876
C00002,C16634,R08232,K00876
C00002,C00008,R08232,K00876
C00079,C02505,R00698,K03782
C00079,C00011,R00698,K03782
C00007,C02505,R00698,K03782
C00007,C00011,R00698,K03782
C00001,C01368,R03538,"K01119,K08693,K09769,K24670"
C00021,C00212,R00192,K01251
C00021,C00155,R00192,K01251
C00001,C00212,R00192,K01251
C00001,C00155,R00192,K01251
C00818,C03921,R08056,K01706
C00818,C00001,R08056,K01706
C01209,C00685,R02768,"K00647,K09458"
C01209,C00011,R02768,"K00647,K09458"
C01209,C00229,R02768,"K00647,K09458"
C00001,C00365,R01663,K01493
C00001,C00014,R01663,K01493
C03263,C01079,R03220,K00228
C03263,C00011,R03220,K00228
C03263,C00001,R03220,K00228
C00007,C01079,R03220,K00228
C00007,C00011,R03220,K00228
C00007,C00001,R03220,K00228
C00001,C04053,R10867,K18581
C00001,C04255,R10867,K18581
C00671,C15979,R04225,"K00166,K00167,K11381"
C00671,C00011,R04225,"K00166,K00167,K11381"
C15972,C15979,R04225,"K00166,K00167,K11381"
C15972,C00011,R04225,"K00166,K00167,K11381"
C00001,C04635,R07379,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00001,C00060,R07379,"K01047,K01058,K14621,K14674,K16342,K16343,K16817"
C00024,C00010,R00693,K03825
C00024,C03519,R00693,K03825
C00079,C00010,R00693,K03825
C00079,C03519,R00693,K03825
C03160,C15547,R07263,K01661
C03160,C00001,R07263,K01661
C01898,C00185,R11308,"K01179,K01225,K19357,K19668"
C00275,C05345,R01819,"K01809,K15916,K16011"
C00002,C00020,R02473,"K01918,K13799"
C00002,C00013,R02473,"K01918,K13799"
C00002,C00864,R02473,"K01918,K13799"
C00099,C00020,R02473,"K01918,K13799"
C00099,C00013,R02473,"K01918,K13799"
C00099,C00864,R02473,"K01918,K13799"
C00160,C00048,R00475,"K00104,K11472,K11473,K11517"
C00160,C00027,R00475,"K00104,K11472,K11473,K11517"
C00007,C00048,R00475,"K00104,K11472,K11473,K11517"
C00007,C00027,R00475,"K00104,K11472,K11473,K11517"
C00109,C00100,R06987,K00656
C00109,C00058,R06987,K00656
C00010,C00100,R06987,K00656
C00010,C00058,R06987,K00656
C00818,C00679,R02752,K01706
C00818,C00001,R02752,K01706
C00044,C00035,R01135,K01939
C00044,C00009,R01135,K01939
C00044,C03794,R01135,K01939
C00130,C00035,R01135,K01939
C00130,C00009,R01135,K01939
C00130,C03794,R01135,K01939
C00049,C00035,R01135,K01939
C00049,C00009,R01135,K01939
C00049,C03794,R01135,K01939
C16720,C00021,R08469,K20215
C16720,C01573,R08469,K20215
C00044,C00942,R00434,"K01768,K01769,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K12318,K12319,K12320,K12321,K12322,K12323,K12324,K22600"
C00044,C00013,R00434,"K01768,K01769,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K12318,K12319,K12320,K12321,K12322,K12323,K12324,K22600"
C00097,C00041,R11528,"K04487,K11717"
C00097,C21440,R11528,"K04487,K11717"
C00011,C00058,R12754,"K22015,K25123,K25124"
C00282,C00058,R12754,"K22015,K25123,K25124"
C00025,C00077,R02282,K00620
C00025,C00624,R02282,K00620
C01170,C00015,R05566,K05946
C01170,C04881,R05566,K05946
C15976,C15977,R07600,"K00166,K00167,K11381"
C15976,C00068,R07600,"K00166,K00167,K11381"
C15972,C15977,R07600,"K00166,K00167,K11381"
C15972,C00068,R07600,"K00166,K00167,K11381"
C14865,C14863,R07094,"K00799,K04097,K13299,K23790"
C14865,C01327,R07094,"K00799,K04097,K13299,K23790"
C00051,C14863,R07094,"K00799,K04097,K13299,K23790"
C00051,C01327,R07094,"K00799,K04097,K13299,K23790"
C05688,C01528,R03599,"K01763,K11717"
C05688,C00041,R03599,"K01763,K11717"
C05688,C00028,R03599,"K01763,K11717"
C00030,C01528,R03599,"K01763,K11717"
C00030,C00041,R03599,"K01763,K11717"
C00030,C00028,R03599,"K01763,K11717"
C00007,C12622,R06783,"K00529,K05708,K05709,K05710"
C00007,C00003,R06783,"K00529,K05708,K05709,K05710"
C00004,C12622,R06783,"K00529,K05708,K05709,K05710"
C00004,C00003,R06783,"K00529,K05708,K05709,K05710"
C00080,C12622,R06783,"K00529,K05708,K05709,K05710"
C00080,C00003,R06783,"K00529,K05708,K05709,K05710"
C00003,C20251,R09951,K00010
C00003,C00004,R09951,K00010
C00003,C00080,R09951,K00010
C05898,C04574,R04519,"K05364,K05365"
C05898,C11827,R04519,"K05364,K05365"
C11827,C04574,R04519,"K05364,K05365"
C11827,C11827,R04519,"K05364,K05365"
C00006,C21955,R12156,K23003
C00006,C00005,R12156,K23003
C00006,C00080,R12156,K23003
C00644,C00085,R00758,K00009
C00644,C00004,R00758,K00009
C00644,C00080,R00758,K00009
C00003,C00085,R00758,K00009
C00003,C00004,R00758,K00009
C00003,C00080,R00758,K00009
C00006,C00693,R01404,"K00208,K00665,K00668,K07512,K10780"
C00006,C00005,R01404,"K00208,K00665,K00668,K07512,K10780"
C00006,C00080,R01404,"K00208,K00665,K00668,K07512,K10780"
C00003,C16348,R05234,"K00001,K00121,K04072,K13953,K13954"
C00003,C00004,R05234,"K00001,K00121,K04072,K13953,K13954"
C00003,C00080,R05234,"K00001,K00121,K04072,K13953,K13954"
C00483,C03765,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00483,C00014,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00483,C00027,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00001,C03765,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00001,C00014,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00001,C00027,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00007,C03765,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00007,C00014,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00007,C00027,R02382,"K00274,K00276,K13371,K13372,K25271,K25272"
C00005,C21439,R11526,K18221
C00005,C00006,R11526,K18221
C00005,C00001,R11526,K18221
C00080,C21439,R11526,K18221
C00080,C00006,R11526,K18221
C00080,C00001,R11526,K18221
C00007,C21439,R11526,K18221
C00007,C00006,R11526,K18221
C00007,C00001,R11526,K18221
C00169,C00009,R08937,K13043
C00169,C18048,R08937,K13043
C03415,C00009,R08937,K13043
C03415,C18048,R08937,K13043
C00002,C00020,R03659,K01874
C00002,C00013,R03659,K01874
C00002,C02430,R03659,K01874
C00073,C00020,R03659,K01874
C00073,C00013,R03659,K01874
C00073,C02430,R03659,K01874
C00025,C00026,R00248,"K00261,K00262,K00265,K00266"
C00025,C00014,R00248,"K00261,K00262,K00265,K00266"
C00025,C00005,R00248,"K00261,K00262,K00265,K00266"
C00025,C00080,R00248,"K00261,K00262,K00265,K00266"
C00006,C00026,R00248,"K00261,K00262,K00265,K00266"
C00006,C00014,R00248,"K00261,K00262,K00265,K00266"
C00006,C00005,R00248,"K00261,K00262,K00265,K00266"
C00006,C00080,R00248,"K00261,K00262,K00265,K00266"
C00001,C00026,R00248,"K00261,K00262,K00265,K00266"
C00001,C00014,R00248,"K00261,K00262,K00265,K00266"
C00001,C00005,R00248,"K00261,K00262,K00265,K00266"
C00001,C00080,R00248,"K00261,K00262,K00265,K00266"
C00044,C00144,R00426,"K01513,K04765"
C00044,C00013,R00426,"K01513,K04765"
C00001,C00144,R00426,"K01513,K04765"
C00001,C00013,R00426,"K01513,K04765"
C00369,C00031,R01790,"K01178,K12047,K21574"
C00369,C00369,R01790,"K01178,K12047,K21574"
C00001,C00031,R01790,"K01178,K12047,K21574"
C00001,C00369,R01790,"K01178,K12047,K21574"
C02133,C00681,R12241,K08591
C02133,C00009,R12241,K08591
C00093,C00681,R12241,K08591
C00093,C00009,R12241,K08591
C01346,C00342,R02018,"K00525,K00526,K10807,K10808"
C01346,C00015,R02018,"K00525,K00526,K10807,K10808"
C00343,C00342,R02018,"K00525,K00526,K10807,K10808"
C00343,C00015,R02018,"K00525,K00526,K10807,K10808"
C00001,C00342,R02018,"K00525,K00526,K10807,K10808"
C00001,C00015,R02018,"K00525,K00526,K10807,K10808"
C00002,C00008,R03920,"K00844,K00847"
C00002,C05345,R03920,"K00844,K00847"
C02336,C00008,R03920,"K00844,K00847"
C02336,C05345,R03920,"K00844,K00847"
C00218,C00067,R06154,K00276
C00218,C00014,R06154,K00276
C00218,C00027,R06154,K00276
C00007,C00067,R06154,K00276
C00007,C00014,R06154,K00276
C00007,C00027,R06154,K00276
C00001,C00067,R06154,K00276
C00001,C00014,R06154,K00276
C00001,C00027,R06154,K00276
C00025,C00217,R00260,K01776
C00097,C00957,R00896,"K00811,K00812,K00813,K11358,K14454,K14455"
C00097,C00302,R00896,"K00811,K00812,K00813,K11358,K14454,K14455"
C00026,C00957,R00896,"K00811,K00812,K00813,K11358,K14454,K14455"
C00026,C00302,R00896,"K00811,K00812,K00813,K11358,K14454,K14455"
C01031,C00058,R00527,K01070
C01031,C00051,R00527,K01070
C00001,C00058,R00527,K01070
C00001,C00051,R00527,K01070
C00001,C02686,R04019,"K01189,K07406,K07407"
C00001,C00124,R04019,"K01189,K07406,K07407"
C00003,C00111,R05679,K00096
C00003,C00004,R05679,K00096
C00003,C00080,R05679,K00096
C00003,C05263,R04741,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00004,R04741,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C00003,C00080,R04741,"K00022,K01782,K01825,K07514,K07515,K07516,K10527"
C05404,C00124,R05549,"K01189,K07406,K07407"
C05404,C05402,R05549,"K01189,K07406,K07407"
C00001,C00124,R05549,"K01189,K07406,K07407"
C00001,C05402,R05549,"K01189,K07406,K07407"
C00099,C00222,R00908,"K00823,K07250,K13524,K15372,K25571"
C00099,C00025,R00908,"K00823,K07250,K13524,K15372,K25571"
C00026,C00222,R00908,"K00823,K07250,K13524,K15372,K25571"
C00026,C00025,R00908,"K00823,K07250,K13524,K15372,K25571"
C00002,C00008,R11090,K19405
C00002,C21101,R11090,K19405
C00002,C00020,R00390,"K01897,K15013"
C00002,C00013,R00390,"K01897,K15013"
C00002,C02843,R00390,"K01897,K15013"
C00638,C00020,R00390,"K01897,K15013"
C00638,C00013,R00390,"K01897,K15013"
C00638,C02843,R00390,"K01897,K15013"
C00010,C00020,R00390,"K01897,K15013"
C00010,C00013,R00390,"K01897,K15013"
C00010,C02843,R00390,"K01897,K15013"
C05382,C00117,R01641,K00615
C05382,C00231,R01641,K00615
C00118,C00117,R01641,K00615
C00118,C00231,R01641,K00615
C00016,C05276,R03777,"K00232,K00249,K00255,K06445"
C00016,C01352,R03777,"K00232,K00249,K00255,K06445"
C00002,C00008,R07302,"K02225,K02227"
C00002,C00009,R07302,"K02225,K02227"
C00002,C06508,R07302,"K02225,K02227"
C06507,C00008,R07302,"K02225,K02227"
C06507,C00009,R07302,"K02225,K02227"
C06507,C06508,R07302,"K02225,K02227"
C00001,C05512,R12958,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K11751,K19970"
C00001,C00009,R12958,"K01081,K02566,K03787,K06952,K07023,K08693,K08722,K11751,K19970"
C00002,C00008,R04657,K00912
C00002,C04919,R04657,K00912
C04932,C00008,R04657,K00912
C04932,C04919,R04657,K00912
C06507,C06509,R06529,"K02225,K02227"
C06507,C00008,R06529,"K02225,K02227"
C06507,C00009,R06529,"K02225,K02227"
C04122,C06509,R06529,"K02225,K02227"
C04122,C00008,R06529,"K02225,K02227"
C04122,C00009,R06529,"K02225,K02227"
