	0
K19166	blue
C21386	blue
K06968	blue
K14654	blue
K03727	blue
C00667	green
C16216	yellow
K20074	blue
C02000	yellow
C00760	green
K07448	blue
G13052	yellow
C14792	yellow
K02876	blue
K00560	blue
K05364	blue
C00127	green
K15372	blue
G00141	yellow
K02233	blue
G00045	yellow
K01784	blue
C06224	blue
C05382	green
K02015	blue
K03500	blue
C00376	green
K05825	blue
C10028	yellow
K00940	blue
C00559	green
K05879	blue
C20906	blue
C05676	yellow
C11838	blue
C11861	yellow
K00174	blue
C03586	blue
K03644	blue
C04932	green
K01079	blue
K16053	blue
K01887	blue
K07062	blue
K00366	blue
K03575	blue
K01698	blue
K16850	blue
K02003	blue
K03565	blue
K06041	blue
K06412	blue
K02005	blue
K09704	blue
C05921	green
C15770	yellow
C01613	yellow
K08156	blue
K06016	blue
C11508	yellow
K06915	blue
K07088	blue
C20701	yellow
K02948	blue
C16470	blue
C20373	green
K00177	blue
G13073	yellow
C06178	yellow
K02919	blue
K09824	blue
C05763	green
K02536	blue
K03296	blue
C04281	green
K00005	blue
K01590	blue
C16618	green
K05823	blue
C00097	green
K01255	blue
G00165	yellow
K05366	blue
K01607	blue
G00249	yellow
C01530	yellow
K03389	blue
K01227	blue
C22121	yellow
K08364	blue
K21132	blue
C04582	green
C01259	yellow
K02045	blue
C20345	blue
C05300	yellow
C11875	yellow
K16923	blue
K12140	blue
C00018	green
C19764	yellow
C01368	blue
K02194	blue
K01239	blue
C20239	green
K09946	blue
C05421	yellow
C20825	yellow
C05855	yellow
K17234	blue
C09666	yellow
G00046	yellow
K03708	blue
K10440	blue
K06198	blue
K14588	blue
K01892	blue
C14768	yellow
C00683	green
K03216	blue
C00696	yellow
K02899	blue
K02587	blue
C16577	yellow
K07277	blue
K01465	blue
C01131	blue
C18217	yellow
C05631	yellow
K15986	blue
C00189	green
K00145	blue
G00063	yellow
C01953	yellow
K04762	blue
K16881	blue
K03415	blue
K02517	blue
C04824	blue
K03110	blue
K02897	blue
G00003	yellow
C01623	yellow
C19490	yellow
K16927	blue
C02352	green
K03284	blue
K03855	blue
C05796	green
K02795	blue
K07586	blue
K03553	blue
K06997	blue
K06603	blue
K00209	blue
K09516	blue
C00360	yellow
K00956	blue
K12573	blue
C20446	blue
G00155	yellow
G00050	yellow
K01704	blue
K00554	blue
C01246	yellow
C00294	green
K07002	blue
K15553	blue
K02939	blue
K01711	blue
K01281	blue
K02389	blue
K16868	blue
K20627	blue
K06188	blue
C00362	yellow
K00798	blue
C03785	green
C06196	yellow
C02967	green
K08483	blue
K01201	blue
C02515	yellow
C06416	blue
K02817	blue
K00926	blue
C15500	yellow
K17759	blue
K00048	blue
C16323	yellow
K11752	blue
K21473	blue
C02325	yellow
C00637	yellow
K09911	blue
K00528	blue
K00053	blue
K00014	blue
K02042	blue
C12835	yellow
C06188	blue
K00641	blue
K02470	blue
K02338	blue
K07034	blue
K03310	blue
C00508	blue
K09768	blue
K18891	blue
C00399	green
C04425	green
